title,content,label
Pochybné peniaze mieria do Európy: Estónské banky vyprali miliardy,"V spomínanom roku 2012 výkon celej estónskej ekonomiky predstavoval len 17,9 miliardy eur, poznamenala agentúra Reuters pre porovnanie. Zisk ďalej prevádzali do desiatok rôznych jurisdikcií a na tisíce firiem za tovar a služby, ktorých ďalší osud, ak skutočne boli zakúpené, je nejasný.",0
Neúspešnú reklamáciu u obchodníka môže vybaviť za klienta aj banka,"Majitelia obchodov, e-shopov aj dodávatelia služieb fungujú na princípe jasných pravidiel reklamácie.",0
Analytik o osobných bankrotoch: Ich pravidlá sú podľa neho nastavené veľmi voľne,"""Obávam sa, že toto nastavenie bude do budúcnosti motivovať časť ľudí, aby sa nadmerne zadlžovala a následne využila osobný bankrot a začala bez dlhov. ""Od štátu by som čakal také nastavenie legislatívy, ktoré ľudí navedie k právnemu a finančnému poradenstvu a riešeniu dlhov v rannej fáze problému. Búlik z OVB je presvedčený, že s každým nadmerným dlhom sa niečo dá robiť oveľa skôr, ako príde exekúcia či osobný bankrot. Centrá právnej pomoci nemajú povinnosť zverejňovať žiadateľov v žiadnom registri, a teda títo ešte počas obdobia do zverejnenia schváleného konkurzu v obchodnom vestníku môžu žiadať o nové úvery, čo sa v praxi podľa Žemlovej aj deje. Evidujeme aj prípady bankrotových podvodov ľudí, ktorí žiadajú o úver napriek tomu, že už sú v procese oddlžovania,“ povedal riaditeľ odboru právnych služieb v Slovenskej sporiteľni Richard Földeš. O tom svedčí aj vyše 99-percentný podiel konkurzu, ktorým sa ľudia zbavia dlhov veľmi rýchlo a bezbolestne,"" skonštatoval Búlik. Slovenská sporiteľňa, ako jeden z najväčších poskytovateľov úverov v SR, má k systému osobných bankrotov niekoľko zásadných pripomienok. Systém tak podľa Slovenskej sporiteľne podporuje a nabáda k neplateniu dlhov a k páchaniu podvodov. Vysoké čísla logicky zahŕňajú aj časť podvodníkov, ktorí využívajú príležitosť zbaviť sa ľahko dlhov len na základe vyhlásenia bez toho, aby ich niekto overoval,"" komentoval vývoj finančný analytik OVB Allfinanz Slovensko Marián Búlik.",1
"Kúpite aj to, čo nechcete. Akými manipuláciami z vás vyťahajú peniaze","Predplaťte si TREND za najvýhodnejšiu cenu už od 1 € / týždeň Plný prístup k prémiovým článkom a archívu Prémiový prístup na weby Mediálne, TRENDreality a ENJOY Menej reklamy na TREND.sk Máte už predplatné? V praxi to funguje napríklad tak, že keď si otvoríte nejaký prehliadač online obchodu, vyskočí na vás nové okno, ktoré vás láka zadať e-mail, aby vám mohli odosielať newsletter so zľavami alebo novými ponukami. Výskumníci sa pozreli na tisícky podobných online obchodov, aby zistili, koľko z nich používa podobné nekalé praktiky.",0
Rast Bitcoinu: Druhá bublina kryptomeny skončí rovnako ako tá prvá,"Bitcoin nevytvára žiadny príjem. Cena Bitcoinu nie je podporovaná ničím iným ako vierou, že väčší blázni budú ochotní zaplatiť vyššiu cenu. Cena akcií Long Island Iced Tea Corp. vzrástla o 500 % po tom, čo zmenila svoj názov na Long Blockchain Corp. Tesne pred spľasnutím bubliny firma ponúkla kryptomenu, ale ani nepredstierala, že by malo ísť o životaschopnú menu. Cena sa nakoniec vyšplhala až na 75 000 dolárov. Dlhopisy vyplácajú kupóny, akcie vyplácajú dividendy a nehnuteľnosti generujú príjmy z prenájmu. Kúpiť za bláznivú cenu a predať ešte väčšiemu bláznovi. Kým budú ceny stúpať, blázni budú kupovať v nádeji, že predajú ešte väčším bláznom. Na 1. apríla sa objem obchodovania s Bitcoinmi viac ako päťnásobne zvýšil na 815 miliónov zo 153 miliónov a jeho cena vzrástla o 18 %. Naše príjmy idú priamo na naše bankové účty a naše výdaje sa vyplácajú z našich bankových účtov. Peniaze sú základným kameňom moderných ekonomík. Podobne sa blázni našli aj na akciovom trhu, kde nakúpili bezcenné akcie a dúfali, že sa im podarí predať ich iným bláznom. Pravdivo uviedla na trh digitálny token, ktorý nemal ""žiaden účel."" Rally bola sústredená do jedinej hodiny, keď cena vzrástla o 21 % medzi 5:30 a 6:22 londýnskeho času. Skutočné investície, ako sú akcie, dlhopisy a nehnuteľnosti, generujú reálny príjem. V tom, že jeho cena nie je spojená s ekonomickými fundamentmi. Špekulanti kupujú Bitcoiny, pretože si myslia, že ich predajú neskôr za ešte vyššiu cenu.",1
Pomôcka pre podnikateľov. Na aké výdavky nezabudnúť na konci roka?,"19 zákona o dani z príjmov v znení účinnom od 1. 2015 najviac do výšky 20 % z hodnoty sprostredkovaného obchodu. Nájomné za prenájom hmotného majetku (hnuteľnej veci, nehnuteľnosti) a nehmotného majetku (napr. Príjemca môže takto získané prostriedky minúť až do konca budúceho roka a do výšky 20 000 eur/rok sú pre neho oslobodené od dane z príjmov. Určite výtlačkami samotných štúdií, rovnako ako akéhokoľvek dôkazového materiálu, komunikácií, ktoré by oprávnenosť ceny a výdavku potvrdili. V prípade, žeby bola nehnuteľnosť vypožičaná bezplatne, vypožičiavateľ si môže do daňových výdavkov (nákladov) zahrnúť len výdavky na energie, ktoré vynaloží v súvislosti s užívaním zapožičanej hnuteľnej veci alebo nehnuteľnosti. Výdavky (náklady) na prieskum trhu Do tejto skupiny výdavkov podľa usmernenia Finančnej správy nepatria len výdavky na marketingové štúdie a prieskumy trhu, ale aj akékoľvek štúdie iného druhu, napríklad výrobné.",0
"Majiteľ luxusnej značky šperkov dostal neobyčajnú zákazku: Rúško za 1,3 milióna eur",Na trojmesačnú prácu vybral Levy 25 párov tých najšikovnejších rúk zo svojej firmy.,0
Europol eviduje prudký nárast podvodov pri nakupovaní cez internet: Na koho zločinci poľujú,"""Lockdowny po celej Európe so sebou priniesli množstvo nových možností online obchodu, ktoré sa často ukázali byť cieľom zločincov,"" napísala agentúra. Europol uviedol, že takzvaný dark web je naďalej hlavným trhom pre nezákonnú činnosť, a to aj napriek nedávnym úspechom pri odstraňovaní nelegálnych webových stránok, akou bol napríklad portál DarkMarket.",0
Desaťtisíce ľudí ostali cez Vianoce v pomykove: Banka im omylom poslala 130 miliónov!,"Zamestnanci banky, ktorá je britskou dcérou španielskeho finančného ústavu Santander, sa teraz snažia získať peniaze naspäť.",0
Pre podnikateľa nie je „bezodplatná“ pomoc bezplatná. Musí zaplatiť DPH a niekedy aj clo (otázky a odpovede),"V zákone o dani z príjmov sa poskytnutý dar rieši len v prípade, ak ho dáva právnická alebo fyzická osoba – podnikateľ, a to z pohľadu uplatnenia daňového výdavku.",0
"Most pri Kurimanoch sa zrútil pred dvoma rokmi, nestíhajú nikoho","Národná diaľničná spoločnosť musela preveriť všetky rozostavané mostné konštrukcie aj bezpečnosť práce na diaľničných stavbách. Zamestnanci zodpovední za podpery údajne nemali navyše potrebné odborné osvedčenia. Časť dôležitých zamestnancov nemala dostatočnú odbornosť, podpery, ktoré mali držať most počas jeho výstavby, boli slabé, a ich statika nezodpovedala našim zákonom.",0
Sulík pre HN: Chápem migrantov. Ale nie Merkelovú,"Aj keby áno, tak hádam nebudeme niekomu platiť celú výplatu a kanceláriu, aby sme nemali nezamestnanosť. Ale keď tam jedného dňa nebudú, tak svoju predstavu budú musieť zmeniť, inak budú bez práce. Celkovej životnej úrovni viac pomôže 15-percentná daň z príjmu v rovnakej hodnote ako sociálne balíčky. Chcete zaviesť to, že zamestnávateľ sa môže s budúcim zamestnancom dohodnúť, či bude pracovať na trvalý pracovný pomer, živnosť a podobne? Dnes sa pod zlepšením postavenia zamestnancov rozumie arbitrárne a administratívne zvyšovanie sociálnej ochrany a to je to, čo považujeme za škodlivé. Financie. Hovorím, že ministerstvo financií. KDH prišlo s tým, že chcú zavreté obchody v nedeľu. Keď sa zavedie odvodový bonus, viem si predstaviť, že by sa zrušil celý úrad práce. Napríklad v Rimavskej Sobote je vyše 30-percentná nezamestnanosť, a tam je dohoda ťažká. Nemusí mu držať pri hlave pištoľ fyzicky, ale miera nezamestnanosti je istou formou „zbrane“. Nemyslíme si, že napríklad zvýšenie počtu dovolenkových dní, ktoré si zamestnanci v konečnom dôsledku zaplatia sami, je nejakým benefitom. Pokiaľ zamestnancovi nikto nedrží pištoľ pri hlave, je to dobrovoľná voľba. Potom nedeľme 300 miliónov iba budúcimi zamestnancami Jaguaru, ale pridajme k tomu ešte ďalších odhadom 7-tisíc ľudí, ktorých zamestnajú subdodávatelia. Preto hovoríme, že keď zlepšíme podnikateľské prostredie, tak tie firmy budú zamestnávať viac ľudí, viac ľudí znamená väčší dopyt po práci a to je najspoľahlivejšia sociálna ochrana a zároveň je to cesta k vyšším mzdám. Sto firiem, ktoré zamestnajú po 30 ľudí, dostane tiež 100-tisíc eur na zamestnanca? Tam je 9000 zamestnancov. To nie je ten konzervativizmus, že chceme zakázať obchody v nedeľu. Tá prvá je znížiť dlh štátu a nezaťažiť budúce generácie, druhá je nevybrať v ďalšom roku tie peniaze od ľudí a tretia naďalej ich vyberať a potom ich rozdávať ako Ježiško. Vo vašom programe sa dosť málo hovorí o zamestnancoch. Zákonník práce má množstvo paragrafov, ktoré majú predstavovať akúsi sociálnu ochranu zamestnanca. Škrtali by ste alebo by ste zvyšovali príjmy? Štát môže zlepšiť podmienky pre zamestnávateľov, aby sa im ľahšie zamestnávalo, ľahšie sa im tvorili zisky. Štát tu nie je na to, aby hľadal prácu, to musia urobiť ľudia, oni sa predsa chcú mať lepšie. Štát tu nie je preto, aby každému jednému hľadal prácu.",0
W. Schäuble neočakáva obchodnú vojnu s USA,"Nemecký minister financií Wolfgang Schäuble neočakáva obchodnú vojnu so Spojenými štátmi, aj keď nový americký prezident Donald Trump kritizoval nemecké automobilky.",0
"Vývoj chudoby v Nemecku: Nový rekord, pod hranicou až 13 miliónov ľudí","Dochádza k záveru, že pred dvoma rokmi žilo v Nemecku rekordných asi 12,9 milióna chudobných osôb, teda tých, ktoré mali menej ako 60 percent stredného príjmu. Iní spomínajú rast HDP, flexibilný pracovný trh alebo rekordne nízku mieru nezamestnanosti. Niektorí zdôrazňujú, že nožnice medzi chudobnými a bohatými sa roztvárajú a čisté príjmy rastú len pomaly. Za hranicu chudoby sa v Nemecku považuje mesačný príjem: 942 eur pre samostatne žijúcich bezdetných 1225 eur rodič samoživiteľ s dieťaťom do 14 rokov 1413 eur rodič samoživiteľ s dieťaťom od 14-18 rokov 1507 eur rodič samoživiteľ s dvoma deťmi do 14 rokov 1696 eur rodič samoživiteľ s dvoma deťmi, jedno pod 14 rokov, druhé do 18 rokov 1884 eur rodič samoživiteľ s dvoma deťmi medzi 14 až 18 rokov 1413 eur pre bezdetný pár 1696 eur pár s jedným dieťaťom do 14 rokov 1884 eur pre pár jedným dieťaťom vo veku medzi 14-18 rokov 1978 eur pre pár s dvoma deťmi maldšími než 14 rokov 2167 eur pre pár jedným dieťaťom pod 14 rokov a druhým mladším než 18 rokov 2355 eur pre pár s dvoma deťmi vo veku medzi 14 -18 rokov Do roku 2010 chudoba klesala, následne ale začala rásť.",1
Základňou britskej banky Standard Chartered v EÚ by mal byť Frankfurt,"Británia totiž odchodom z Únie opustí aj spoločný trh. Na rozdiel od iných veľkých bánk, ktoré veľkú časť príjmov generujú v krajinách EÚ, Standard Chartered sa viac orientuje na Áziu, Blízky východ a Afriku. Najväčšiu šancu má práve Frankfurt nad Mohanom, ktorý je finančným centrom najväčšej ekonomiky EÚ, ako aj sídlom Európskej centrálnej banky. Napriek tomu sa chce zabezpečiť, keďže aj kontinentálna Európa sa podieľa na jej tržbách, aj keď len zhruba 5 %. Napríklad banka HSBC oznámila, že z Londýna plánuje presunúť okolo 1000 zamestnancov, a to do Paríža. Nedávno predstaviteľ nemeckej banky Deutsche Bank, ktorá má v Londýne okolo 9000 zamestnancov, varoval, že banka možno bude musieť presunúť z Londýna do EÚ takmer polovicu z tohto počtu. Čo sa týka vplyvu brexitu na biznis Standard Chartered, banka dala najavo, že na jej aktivitách a príjmoch sa odchod Británie z EÚ príliš neprejaví.",0
Britskí liberálni demokrati majú nového šéfa: Stal sa ním exminister Vince Cable,"Bývalý britský minister obchodu Vince Cable sa vo štvrtok stal novým šéfom opozičných Liberálnych demokratov, ktorí sú štvrtou najsilnejšou stranou v Spojenom kráľovstve. Sir Vince Cable pôsobil v rokoch 2010-2015 ako minister obchodu vo vláde premiéra Davida Camerona, v ktorej boli Liberálni demokrati koaličným partnerom konzervatívcov.",0
Nemecká vláda je zdržanlivá ohľadom návrhu automobiliek na zníženie emisií,"Spolkové ministerstvo životného prostredia konštatovalo, že nie je vecou automobilového priemyslu, aby si navrhoval vlastnú reguláciu.",0
"Viceprezident WTO kritizuje USA pre ich politiku ""America First""","Organizácia sa musí zaoberať aj otázkou zrušenia dovozných ciel na ekologický tovar, dostupnosťou služieb a jednotnými medzinárodnými pravidlami pre elektronický obchod.",0
Nemecko má oficiálne novú koalíciu: Merkelová bude opäť kancelárkou,"""Máme pred sebou veľmi veľa práce,"" povedala na spoločnej tlačovej konferencii s dočasným predsedom SPD Olafom Scholzom a šéfom CSU Horstom Seehoferom v Berlíne.",0
Volkswagen mal skreslovať objem škodlivín aj v benzínových autách,"2018 19:00 Manipulovanie hodnôt CO2 vo výfukových plynoch vozidiel s benzínovým motorom Volkswagenu (VW) sa zatiaľ nepreukázalo. Denník Bild am Sonntag napísal, že svedkovia v záznamoch z vyšetrovania prokuratúry v Mníchove uviedli, že v autách VW, Audi a Porsche s benzínovým motorom dochádzalo na testoch k manipulácii množstva škodlivín vo výfukových plynoch.",0
Palubný personál aerolínií Germanwings vstúpil do trojdňového štrajku,Dôvodom štrajku sú najmä platové požiadavky a pravidlá týkajúce sa práce na čiastočný pracovný úväzok.,0
Nemecko zaostáva za ostatnými štátmi EÚ v tempe rastu minimálnej mzdy,"Bez zohľadnenia inflácie sa úroveň minimálnej mzdy zvýšila o 4,4 % v celej Európskej únii a len 0,3 % v Nemecku, uvádza sa v štúdii. Düsseldorf 16. februára (TASR) - Nemecko zaostáva za ostatnými krajinami Európskej únie (EÚ) v otázke minimálnej mzdy. Hoci majú Británia a 21 štátov EÚ nižšie minimálne mzdy, nedávno ich zvýšili oveľa strmšie, v priemere o 6 %, zatiaľ čo v Nemecko zaznamenalo jej nárast o 1,7 %. Nemecko zaostáva za ostatnými štátmi EÚ v tempe rastu minimálnej mzdy Nemecko zaviedlo od roku 2015 minimálnu hodinovú sadzbu na úrovni 8,50 eura. „Nemecko zaviedlo minimálnu mzdu pomerne neskoro a na relatívne nízkej úrovni,“ uviedol odborník na mzdy Thorsten Schulten.",1
"Volkswagen obnovil produkciu v Poľsku, predbežne na 20 % kapacity","Ako uviedla agentúra DPA, do práce sa zatiaľ vrátilo zhruba 25 % z celkového počtu 11.000 zamestnancov. Ako uviedol člen predstavenstva VW zodpovedný za výrobu Andreas Tostmann, výroba v závode Wolfsburg bude na začiatku na úrovni 10 až 15 % predkrízovej kapacity a nasledujúci týždeň by mala dosiahnuť zhruba 40 %. Tento týždeň by sa v továrni malo vyrobiť 1400 áut a do 14 dní by produkcia mala stúpnuť na 6000 kusov. VW spustil v pondelok produkciu vo viacerých závodoch vrátane najväčšieho vo Wolfsburgu. Varšava 27. apríla (TASR) - Nemecká automobilka Volkswagen v pondelok opätovne spustila produkciu v Poľsku, ktorá bola pre opatrenia súvisiace so šírením nového koronavírusu pozastavená päť týždňov. Volkswagen obnovil produkciu v Poľsku, predbežne na 20 % kapacity Výroba je zatiaľ spustená na 20 % kapacity.",0
Bundesbank očakáva tento rok rast ekonomiky o takmer 4 percentá,"""Nemecká ekonomika prekoná krízu spôsobenú pandémiou,"" zdôvodnil šéf Bundesbank Jens Weidmann zlepšenie vyhliadok. ""Už počas tohto leta by sa výkon ekonomiky mohol opäť dostať na predkrízovú úroveň,"" uviedol Weidmann. Bundesbank očakáva tento rok rast ekonomiky o takmer 4 percentá Frankfurt nad Mohanom 11. júna (TASR) - Po minuloročnom prepade spôsobenom pandémiou Bundesbank v tomto roku počíta s nárastom domácej ekonomiky o 3,7 %. V minulom roku stiahla koronakríza najväčšiu európsku ekonomiku do najhlbšej recesie od globálnej finančnej krízy v roku 2009.",1
Von der Leyenová: Nové sankcie Únie proti Rusku sa zamerajú na banky a ropu,"""Myslím si, že skôr či neskôr príde aj na opatrenia týkajúce sa ropy a dokonca aj plynu,"" uviedol predseda Európskej rady Charles Michel v Európskom parlamente po rozhodnutí o piatom balíku sankcií proti Rusku. EK podľa Leyenovej práve pripravuje ""mechanizmy, aby do ďalšieho balíka sankcií mohla byť zahrnutá aj ropa"". Hlavným cieľom je znížiť Putinove príjmy, z ktorých financuje vojnu na Ukrajine, zdôraznila šéfka EK. Nové sankcie, ktoré proti Rusku pripravuje Európska únia (EÚ), sa zamerajú na banky, predovšetkým na Sberbank, rovnako ako na ropu, uviedla šéfka Európskej komisie (EK) Ursula von der Leyenová. Poprední predstavitelia EÚ už vyjadrili, že sú pripravení zakázať dovoz ruskej ropy. Takže EÚ nesmie pripustiť, aby na iných trhoch predával ropu, ktorá by inak smerovala do EÚ, za ešte vyššie ceny. Von der Leyenová: Nové sankcie Únie proti Rusku sa zamerajú na banky a ropu",1
Až polovicu spotreby elektriny v Nemecku pokryli obnoviteľné zdroje,"Až polovicu spotreby elektriny v Nemecku pokryli obnoviteľné zdroje Celková spotreba elektriny v Nemecku v prvom polroku klesla o 0,8 percenta na 281 miliárd kilowatthodín (kWh). Obnoviteľné zdroje energie sa v Nemecku v tohtoročnom prvom polroku podieľali na spotrebe elektriny vďaka priaznivým klimatickým podmienkam 49 percentami. Oznámili to dnes Nemecký zväz energetického a vodohospodárskeho priemyslu (BDEW) a Centrum pre výskum solárnej a vodíkovej energie (ZSW). Predbežné údaje boli vypočítané na základe požiadaviek Európskej únie, ktorá podiel jednotlivých zdrojov elektriny na trhu zakladá na spotrebe, nie na výrobe. Viac ako polovicou sa na spotrebe elektriny v Nemecku podieľali obnoviteľné zdroje v prvej polovici roka 2020. Výroba elektriny v Nemecku vzrástla o 1,7 percenta na 298 miliárd kWh, čo posilnilo úlohu Nemecka ako čistého vývozcu elektriny. Výroba z obnoviteľných zdrojov, ktoré popri veternej energii zahŕňajú solárnu, vodnú, biomasu, odpadovú a geotermálnu energiu, prispela k celkovej výrobe 139 miliardami kWh.",0
Kanada uvoľní turbínu pre plynovod Severný prúd 1,"Krátko po rozhodnutí Gazpromu Nemecko aktivovalo druhý stupeň v rámci svojho trojstupňového núdzového programu pripraveného v dôsledku zhoršujúcej sa situácie na trhu s plynom. Oznámil, že ukrajinský plynovodný systém dokáže prepraviť dostatočný objem plynu na vykompenzovanie dodávok cez Severný prúd 1. Ruský plynárenský koncern Gazprom v júni obmedzil tok plynu cez Severný prúd 1 iba na 40 % kapacity a uviedol, že za zníženými dodávkami je zadržiavanie kľúčovej kompresorovej turbíny spoločnosťou Siemens Energy v Montreale, kam bolo zariadenie poslané na opravu. Samotná nemecká vláda dôvody Gazpromu, pre ktoré ruská firma obmedzila dodávky plynu cez Severný prúd 1, odmietla a uviedla, že vrátenie turbíny vezme Rusku tento argument. Wilkinson v tejto súvislosti uviedol, že bez dostatočných dodávok zemného plynu bude nemecká ekonomika výrazne trpieť a Nemcom bude hroziť, že s nastupujúcou zimou nebudú schopní zabezpečiť dostatočné vykurovanie domácností.",0
Zvolenská stiahla z vlády svoj návrh. Kvôli Richterovi,"Dôvodom je rozpor s ministrom práce Jánom Richterom (Smer-SD) a Konfederáciou odborových zväzov SR. Minister práce a odborári žiadajú, aby zdravotné poisťovne povinne uzatvárali zmluvy o úhrade poskytnutej zdravotnej starostlivosti so zariadeniami sociálnych služieb. Predpokladaný ročný dosah zavedenia ošetrovateľskej starostlivosti sestier v zariadeniach sociálnych služieb je odhadovaný na základe vykonaného auditu ministerstva práce na takmer dva milióny eur ročne.",0
Petržalčania sa búria. Kvôli kontroverznej stavbe idú za Kiskom,"Obyvatelia pripomínajú, že tak dôjde k porušeniu ochrany zdravia ľudí a životného prostredia, k zníženiu kvality užívania bytov i k znižovaniu ceny nehnuteľností. Petržalský stavebný úrad zastavil práce na Domine ešte v zime.",0
Martin musí zaplatiť milióny cyperskej firme. Primátor píše Ficovi,"„Dali sme si urobiť znalecký posudok, z ktorého jasne vyplýva, že od začiatku to je jasný plánovaný útok na verejné financie.",1
